,months_since_joined,referred_friends,transaction_count,transaction_value,clv,total_reward_points,earned_reward_points,churned
58,17,1,31.0,120.95621184241145,1817.8870172007425,1862.999902043365,186.0,False
59,2,2,22.0,64.36187372743433,332.19691603128683,131.99948039339247,66.0,False
60,21,1,26.0,123.5415415216791,2267.179789330718,1210.9877005217038,156.0,False
61,7,0,20.0,56.918362979140966,440.1458140587667,352.99572288300345,40.0,False
62,84,2,49.0,747.25,24871.04875877395,45964.99888065818,1813.0,False
63,42,2,25.0,188.4394643883044,5710.439880256143,4531.997893882723,225.0,False
64,7,1,19.0,46.72073184886799,361.2882289073821,253.9920665742622,38.0,False
65,50,3,35.0,341.8712870334707,10905.82381544992,7202.918434575075,595.0,False
66,33,0,22.0,132.78237759283056,3552.550490214709,2365.9987261705983,132.0,False
67,54,0,43.0,572.996475699989,18541.58538211506,39815.999234929215,1204.0,False
68,1,0,24.0,73.32160846103658,347.54933417870575,71.99941721533497,72.0,False
69,28,0,50.0,335.16406751892123,7949.432378728099,8836.999224684796,800.0,False
70,7,0,25.0,80.13645463955612,619.6897313444694,551.9771959865766,100.0,False
71,85,0,64.0,272.95877401188085,9086.300635258718,30727.996420814165,832.0,False
72,32,0,45.0,86.79238358194594,2274.884169187645,5268.35120556326,180.0,False
73,22,1,22.0,111.95251987497521,2146.302992992124,1497.989800037474,110.0,False
74,2,1,18.0,52.15787330161358,269.20727527174375,73.99938124124748,36.0,False
75,93,0,90.0,1360.1723985658584,45311.4628477419,217275.99459339445,6120.0,False
76,64,1,55.0,559.1427790124889,18433.899435878688,30076.99950783041,1485.0,False
77,9,2,14.0,34.15791476714224,306.86109249165906,125.99931234643937,14.0,False
78,24,3,21.0,77.22546895784654,1604.0654197694848,798.9999832193305,63.0,False
79,44,0,71.0,508.1145893021577,15655.746809926291,32466.999561883415,1775.0,False
80,22,1,28.0,168.25046646471634,3225.6217202509088,3377.9999712645613,224.0,False
81,1,0,23.0,66.65968003678032,315.97134732334587,68.98872949853555,69.0,False
82,46,2,46.0,329.84876815462604,10304.435641741324,12225.999842197705,736.0,False
83,17,0,18.0,64.76779584453611,973.414539072118,802.9952338387378,54.0,False
84,64,1,69.0,227.2987178891117,7493.616773290136,27706.999349092133,759.0,False
85,1,0,31.0,88.35245076522827,418.7965332597649,123.99755757193951,124.0,False
86,6,1,18.0,49.68023554388761,355.4622803762462,214.38702218068343,36.0,False
87,12,1,16.0,76.88482965552859,852.0148045526083,519.6423127181558,48.0,False
88,53,2,47.0,483.8021059214219,15607.365977925205,21219.999663378832,1128.0,False
89,49,1,31.0,251.85998774417047,7998.267819845797,6136.689098796487,372.0,False
90,5,0,21.0,62.68141579376465,414.26884019197615,320.99730593353945,63.0,False
91,40,1,21.0,140.27166081091693,4166.922982826455,2741.1283672596373,147.0,False
92,90,3,100.0,1159.6397995178195,38622.883700522354,155396.99656677438,5700.0,False
93,52,0,48.0,347.88860834830325,11184.93742592804,15478.985653804646,816.0,False
94,55,1,59.0,65.92468038399403,2139.2063630303805,3664.775744477488,177.0,False
95,2,3,24.0,78.00675035096455,402.62348492143445,143.9477072069726,72.0,False
96,7,2,28.0,84.98346353987611,657.1713201765878,681.9310664233655,112.0,False
97,27,1,19.0,134.69795951480657,3100.70305803422,1714.9342028310293,114.0,False
98,24,1,17.0,80.3480239836354,1668.9246249745627,740.3637314169222,68.0,False
99,46,0,17.0,154.1830875925864,4816.66101720286,6021.898486246562,119.0,False
100,1,0,29.0,84.77747188433341,401.8508939613826,115.9999972832341,116.0,False
101,38,1,31.0,298.6758970303826,8663.762824001624,11634.946293444822,434.0,False
102,5,1,26.0,59.999069038501425,396.5408953900953,296.76675921581375,52.0,False
103,8,0,35.0,125.31758464279957,1045.4824657722445,1044.9997680366728,210.0,False
104,31,2,38.0,167.6089065865085,4296.580158485293,4095.560732728786,304.0,False
105,86,1,95.0,823.8469578441875,27427.90102489409,109574.98759172199,3895.0,False
106,23,0,24.0,157.33880833566738,3143.5214435407092,2069.9807082967104,168.0,False
107,16,0,29.0,140.03763259916758,1989.7558719420813,1768.8913548358335,203.0,False
108,49,1,35.0,295.74087629552736,9391.784519144063,9566.397758339659,490.0,False
109,19,1,34.0,101.09113315186491,1687.2784174489161,2166.9508052275555,170.0,False
110,77,0,63.0,834.8597711909283,27744.90140275308,62405.99871834982,2583.0,False
111,4,1,30.0,69.22342402706764,421.9293698941265,330.67395238528303,90.0,False
112,11,3,17.0,75.70430499656055,783.8976856594658,287.9961912416464,51.0,False
113,6,1,20.0,50.39023951075506,360.5423615468744,238.57689326368268,40.0,False
114,6,0,25.0,74.06563466482723,529.9399068310703,443.98581304791196,75.0,False
115,38,0,37.0,134.41817678589985,3899.10004284441,5235.995962029232,222.0,False
116,10,1,23.0,72.39453196916975,698.9515919517239,547.9747447557262,69.0,False
117,5,2,23.0,65.01356229183922,429.6822703559329,329.9979303571422,69.0,False
118,34,3,27.0,186.47730502095246,5084.637064641374,5761.9998829237475,243.0,False
119,30,2,3.0,3.660486074220573,91.60968485409158,744.0926669789886,0.0,False
120,47,2,45.0,163.7869851793762,5147.449634054233,8041.905227323991,360.0,False
121,8,0,21.0,59.61366512459141,497.336760725381,309.9999983980274,42.0,False
122,6,1,28.0,86.25224394778746,617.135144098989,535.9998230319925,112.0,False
123,1,1,36.0,94.76530741279213,449.1939032141992,143.9029556696484,144.0,False
124,38,1,49.0,293.65758853933187,8518.195555345479,14587.822686537571,686.0,False
125,32,0,32.0,182.37939145098213,4780.281094667611,3308.530661395465,288.0,False
126,1,0,20.0,56.93719680649322,269.886125733512,39.96924041176312,40.0,False
127,79,1,17.0,253.18889272928814,8418.821599467741,6525.996064798599,204.0,False
128,2,0,22.0,64.68650360106271,333.87245834578925,101.99795314407451,66.0,False
129,15,0,46.0,113.92563708340073,1526.6205904942335,3102.999947094755,230.0,False
130,55,0,29.0,343.41924077663606,11143.69642412112,17940.999628154837,493.0,False
131,93,0,77.0,1173.3442407120235,39087.650967400914,148080.5114969192,4466.0,False
132,60,1,57.0,307.2522559534605,10075.248241717934,20675.996726279907,855.0,False
133,2,1,17.0,51.410464222374095,265.34960338063917,67.99490956595933,34.0,False
134,4,1,15.0,43.46619203437503,264.9343524179013,106.99912528360669,30.0,False
135,7,0,17.0,54.57104031462211,421.9941281887448,245.90569585672958,34.0,False
136,5,2,21.0,52.79209649399826,348.90916723752633,203.99999676739014,42.0,False
137,12,2,17.0,58.30110741510723,646.0755244179868,635.8266739615972,34.0,False
138,10,3,21.0,59.795083641170386,577.3069838987429,419.9998098853363,42.0,False
139,18,0,24.0,104.89100157912011,1663.3582530333024,895.9999091023683,120.0,False
140,24,1,37.0,164.14235428769624,3409.4331570348168,3287.9340422380938,296.0,False
141,84,0,8.0,121.98109152759208,4059.9500502257756,17649.87092985075,48.0,False
142,49,0,38.0,127.66531250053522,4054.2420804085136,5030.9950930306295,228.0,False
143,30,4,36.0,160.11442881010657,4007.1269406509095,3511.9950913433263,288.0,False
144,11,3,34.0,88.47328342761476,916.1170177145424,1173.9937519763232,136.0,False
145,14,0,28.0,55.87553577421631,704.4372606750871,1247.999452120993,56.0,False
146,12,3,18.0,78.86650553352452,873.9751469692078,411.99962755232247,54.0,False
147,17,1,35.0,128.05682223320318,1924.6042105304941,1739.9987494862567,210.0,False
148,4,1,18.0,43.50158074310522,265.1500530392699,144.86911519928125,36.0,False
149,2,1,17.0,52.44266182587658,270.677180729778,69.96800905349501,34.0,False
150,2,0,16.0,49.78745335407096,256.9726066602075,63.90296960008904,32.0,False
151,93,3,90.0,1080.7949390849126,36004.55337868135,113990.99752449186,4860.0,False
152,58,1,47.0,365.78036334019373,11951.454231521233,15962.999718970566,846.0,False
153,17,1,22.0,124.48741383374602,1870.958506108844,2280.990532543267,132.0,False
154,18,0,18.0,53.27936032329356,844.9024451657718,591.9997867459549,36.0,False
155,24,2,37.0,251.56231225153184,5225.250315024931,5527.999945763889,444.0,False
156,1,3,19.0,56.148823698817736,266.1491844087371,37.99998457454507,38.0,False
157,8,0,17.0,57.33817597481983,478.3531199703972,267.9968045124673,34.0,False
158,20,0,24.0,67.09935772615827,1175.7984670706935,904.8347503987436,72.0,False
159,84,1,20.0,77.30862322711248,2573.096738380996,3659.997604693618,60.0,False
160,28,2,47.0,247.57412464558297,5871.971232362965,6646.9999114281045,564.0,False
161,52,0,49.0,510.01819540488833,16397.552161228276,33898.99879216971,1225.0,False
162,59,2,26.0,106.89106095221982,3499.1308590603585,3373.2621235184806,130.0,False
163,26,1,17.0,102.875215112767,2293.520617360712,1450.9996021032296,85.0,False
164,6,1,23.0,77.11503988375306,551.7584131453781,419.8216424570901,69.0,False
165,24,0,19.0,97.15042062175806,2017.930513578171,1354.9999800587,76.0,False
166,16,2,14.0,71.24667722992461,1012.3242712933966,798.6073187441633,42.0,False
167,6,0,32.0,81.021030504467,579.7057913726946,779.1970512856311,128.0,False
168,18,1,45.0,142.25029137613743,2255.800713070805,2888.999828455697,315.0,False
169,3,0,10.0,29.039410508546748,162.99290828561917,30.30526917706249,10.0,False
170,9,0,32.0,97.88207429437199,879.3335441604198,856.7557386348959,128.0,False
171,27,2,29.0,192.9936959422118,4442.6518808814035,3240.999929147001,261.0,False
172,54,1,34.0,228.2135681496179,7384.759834751208,8574.631458833232,374.0,False
173,9,1,32.0,104.5944712583227,939.6350432313462,881.9999962525657,160.0,False
174,1,1,23.0,66.65677882449135,315.9575953828129,68.99994725999548,69.0,False
175,31,1,40.0,246.5433959568121,6320.030867374493,5322.921248567644,480.0,False
176,9,0,21.0,52.02855495740821,467.4038015444213,464.3544627579364,42.0,False
177,27,0,39.0,219.21479597853283,5046.253044258378,3943.9985927552575,390.0,False
178,24,1,8.0,52.10619813390317,1082.308100037235,472.20718024196486,16.0,False
179,10,1,18.0,50.70928108838475,489.58577090529457,363.9968547832762,36.0,False
180,31,1,36.0,250.36984253908508,6418.120132424456,6163.9996085724715,432.0,False
181,36,1,33.0,54.945638052059316,1549.3030851636695,1800.9999712811286,66.0,False
182,30,1,33.0,86.72019514208634,2170.315522684635,2116.2830087419957,132.0,False
183,75,2,62.0,821.5542358505417,27284.536855806935,50796.9990633516,2542.0,False
184,7,1,22.0,65.50066030370549,506.51213319902655,475.9254364943448,66.0,False
185,63,0,76.0,775.9154302689927,25551.050896833334,59607.99680002174,2888.0,False
186,2,1,15.0,40.69515918817381,210.04370439810887,43.99999848924032,30.0,False
187,1,4,23.0,65.99661905717214,312.8283938772937,68.99876470047974,69.0,False
188,8,0,23.0,76.74564744392536,640.2631279214703,409.9878626868608,69.0,False
189,12,0,20.0,54.964743003938615,609.1029267750694,469.95291355193916,40.0,False
190,17,0,11.0,54.12103915372953,813.4012543577396,537.9094595090908,22.0,False
191,3,3,19.0,57.435958118043565,322.3775445123331,107.9900770452732,38.0,False
192,9,1,18.0,59.26311165285922,532.3961755342541,309.7951771801263,36.0,False
193,5,3,16.0,55.47248196733353,366.6241496967528,193.99999946190215,32.0,False
194,72,2,37.0,521.4417991571838,17295.310416516524,19660.893829125376,962.0,False
195,30,2,42.0,211.49980138319302,5293.130409065381,5187.997738946178,420.0,False
196,24,2,19.0,108.85077551272278,2260.9608885684715,1806.9999198925866,95.0,False
197,21,0,19.0,91.91538026960887,1686.7904504764222,1579.1770345235736,76.0,False
198,15,0,24.0,70.53955966694652,945.2406586335201,979.3949358535542,72.0,False
199,54,1,42.0,484.987494223094,15693.70391399024,16767.999071209044,1008.0,False
200,1,1,20.0,53.702315924719784,254.55257372605388,39.99890674250933,40.0,False
201,5,1,18.0,50.760815970941756,335.4841956453103,179.99868186147995,36.0,False
202,57,2,63.0,652.4334910355698,21273.25257919859,40735.99934952203,2016.0,False
203,22,2,37.0,184.9711530047003,3546.1831475928648,3386.994376930725,333.0,False
204,3,0,14.0,45.708738057190544,256.55479982330706,97.99986282473922,28.0,False
205,12,2,13.0,49.394429978721895,547.3743753203728,228.66720115121487,26.0,False
206,32,1,38.0,349.441705798766,9159.091751697186,7813.7618856818235,646.0,False
207,28,1,14.0,81.61363976223906,1935.714992583948,1325.9966666029404,56.0,False
208,90,2,69.0,1050.081806727435,34973.95269990895,123692.99712780946,3588.0,False
209,33,1,23.0,158.651183684004,4244.662210357831,3308.9999585820788,161.0,False
210,79,1,61.0,930.25,30931.881365263882,75800.96303421914,2806.0,False
211,83,0,56.0,841.6136136173683,28007.38507741208,77677.99821589228,2352.0,False
212,17,1,26.0,113.17065738790396,1700.8755950589991,1143.9999909203927,130.0,False
213,4,0,25.0,76.71801449004269,467.61026297478537,376.9434248503958,75.0,False
214,74,1,63.0,268.76864237310514,8922.595006874219,12464.772859233852,819.0,False
215,5,0,27.0,97.11480409978891,641.8431484103883,436.99963819501295,108.0,False
216,11,0,26.0,86.0524266480963,891.0496978723779,544.98457419976,104.0,False
217,9,1,26.0,73.39381772652803,659.3408070495142,660.992892978443,78.0,False
218,12,0,33.0,108.39740188619068,1201.2277531973725,1077.9996141317802,165.0,False
219,40,0,56.0,167.390856385828,4972.528325085777,4483.156894594109,448.0,False
220,2,1,22.0,58.51878269436204,302.03842764580503,85.84153137022321,44.0,False
221,26,3,27.0,144.04244015364995,3211.3109645040618,2324.7614132875146,189.0,False
222,41,2,41.0,278.5198966828443,8360.3116781031,8589.806262482361,533.0,False
223,1,0,24.0,65.05445541081474,308.3624751003904,71.99678153903278,72.0,False
224,18,1,33.0,131.5033648848941,2085.37628576216,2490.523236820012,198.0,False
225,12,0,24.0,85.23264843285469,944.5228482833478,1103.892460420632,96.0,False
226,57,2,56.0,519.9780008390754,16954.407613132982,25451.99952718651,1400.0,False
227,3,1,21.0,58.54378387376798,328.59556817869134,121.99996780882161,42.0,False
228,64,0,48.0,613.2092546854992,20216.370770246744,48657.97958480439,1440.0,False
229,57,1,58.0,663.7870249483686,21643.446013337154,30606.99785990081,1914.0,False
230,1,1,24.0,72.4424783251539,343.38219846257067,71.99852411465805,72.0,False
231,3,0,18.0,58.86734583793976,330.4116623978024,109.99985404557226,36.0,False
232,24,1,31.0,246.57529180857648,5121.663931566454,5840.9598378797855,372.0,False
233,7,0,18.0,54.45265766053051,421.0786832088061,233.46047795024143,36.0,False
234,9,0,18.0,43.92186925569857,394.5765681529358,311.9338686959176,36.0,False
235,63,0,44.0,289.27520847306874,9525.890691882563,13367.999709794634,616.0,False
236,24,1,23.0,136.3076592514933,2831.2732263806706,1706.08559730008,138.0,False
237,53,0,25.0,281.16615562172,9070.367899777575,8521.999810612619,350.0,False
238,24,2,1.0,5.401279049188695,112.19103052722448,361.1839135475848,0.0,False
239,16,0,24.0,53.54420183431735,760.7947094709613,1013.9980635056128,48.0,False
240,2,0,20.0,46.2387744727635,238.656480791218,79.89890589169795,40.0,False
241,38,1,38.0,185.74164190448985,5387.852009489218,10971.40949612396,342.0,False
242,11,2,33.0,123.8457105826144,1282.388972581865,1215.9983533481354,198.0,False
243,62,1,27.0,221.09327674847808,7271.397249306477,8356.981700491118,297.0,False
244,22,2,37.0,176.02440994162205,3374.660242746587,4352.999041567228,296.0,False
245,47,2,65.0,125.53030715973836,3945.129907266125,6206.999885613022,390.0,False
246,1,1,30.0,82.36614334133381,390.4210351899269,119.9999874527085,120.0,False
247,8,1,48.0,129.28164375275094,1078.5532778578097,1722.999978442119,288.0,False
248,93,1,120.0,1821.2045168526188,60669.83927222483,386517.9852965463,10920.0,False
249,6,3,29.0,99.4524793611122,711.5828803094706,522.9985244836496,116.0,False
250,50,0,51.0,82.55554091222038,2633.5530894985527,9322.24124959804,204.0,False
251,32,0,44.0,78.3928776735751,2054.7277196080568,3611.9986042079177,132.0,False
252,19,1,35.0,217.35048026433202,3627.724439701748,2716.9999792993012,350.0,False
253,24,2,14.0,92.99849437534508,1931.6900360882935,970.916731121827,56.0,False
254,4,2,18.0,64.8530101621065,395.2909018591076,266.99757190679884,54.0,False
255,11,0,30.0,143.51401927368852,1486.0490109967138,2327.998354033788,210.0,False
256,1,0,17.0,53.76927375779853,254.86995833876236,33.9999978064248,34.0,False
257,8,1,23.0,53.128251013007905,443.23113176469695,333.9602826265904,46.0,False
258,14,1,14.0,37.11374654238809,467.90255494558687,169.12724639219047,14.0,False
259,10,1,26.0,77.90474617300994,752.1513694074199,922.032327062713,78.0,False
260,5,1,24.0,75.04409153350772,495.9752164044024,261.9955351431533,72.0,False
261,88,1,64.0,877.060295075144,29205.994440150236,85378.9650890558,2752.0,False
262,30,0,23.0,80.74862348309848,2020.867119748152,1633.9999778667025,92.0,False
263,19,1,39.0,70.97764234246769,1184.664176886267,1691.509075395102,117.0,False
264,57,1,67.0,572.7504349112145,18675.106097592776,36052.9992038905,1876.0,False
265,56,0,31.0,327.9296195362686,10667.995364632408,17532.913303605375,496.0,False
266,81,0,86.0,86.0,2860.8774115756073,16925.505605223647,344.0,False
267,73,0,61.0,824.992342547312,27376.45238415875,67504.99767222554,2501.0,False
268,21,1,28.0,103.57305675936071,1900.7269790527898,1416.9997583124743,140.0,False
269,6,0,19.0,72.95930428124932,522.0241085927804,172.99999952994477,57.0,False
270,52,0,37.0,248.57806671393695,7992.0125434803185,10435.56774465621,444.0,False
271,89,0,69.0,652.0645162770675,21715.73863403518,61992.070129238695,2208.0,False
272,41,1,43.0,383.16918448795434,11501.56181269761,12243.999378929091,817.0,False
273,4,0,24.0,53.78097778061889,327.8048490983867,237.99159374763508,48.0,False
274,75,0,36.0,116.60410527630482,3872.524623594675,7078.999767457478,180.0,False
275,4,2,12.0,32.237618213788316,196.49415109129086,49.99967941101589,12.0,False
276,12,0,7.0,34.701647400264676,384.5533307397268,109.99616361163059,7.0,False
277,4,1,12.0,39.029158881040296,237.88982769381604,41.95381448238975,12.0,False
278,27,3,34.0,181.0884101398706,4168.596088001833,3474.999447113288,306.0,False
279,14,1,21.0,115.20833767390529,1452.4611652204705,1061.9975688592979,105.0,False
280,31,0,26.0,108.21655059852066,2774.083392050182,2300.736185830039,130.0,False
281,5,1,16.0,48.63358261018868,321.42506047713954,161.9999740855834,32.0,False
282,11,0,34.0,102.1126469708134,1057.3489531489572,1145.997625599142,170.0,False
283,15,1,5.0,23.33749432649725,312.7259173744315,269.9625732424523,5.0,False
284,28,1,26.0,119.1316180700382,2825.567636252559,2408.9956170218898,130.0,False
285,13,0,6.0,22.54308002607173,266.7619383644472,248.94547530556224,6.0,False
286,2,2,17.0,50.531021261907256,260.8104527566266,65.9999751437127,34.0,False
287,13,0,29.0,129.1136845439922,1527.8576271963389,1273.9999255100936,174.0,False
288,1,0,17.0,50.35244185054175,238.67394628593482,33.99957856673133,34.0,False
289,7,1,23.0,58.421786102076425,451.7716824021992,277.9857138275512,46.0,False
290,13,0,26.0,99.84429049230934,1181.500328950065,1091.6534353993043,104.0,False
291,1,0,20.0,59.8170568879014,283.53685537282587,39.99977265913208,40.0,False
292,19,1,28.0,173.3756323798285,2893.7549071349536,1767.9994576963065,224.0,False
293,12,2,24.0,42.05249892166706,466.01327999582224,517.9567425474518,48.0,False
294,1,1,13.0,36.10146880365771,171.12337970943597,12.999867449852236,13.0,False
295,11,1,13.0,57.996968584103975,600.5429869597162,396.9999721406105,26.0,False
296,52,0,37.0,298.4696485023057,9596.072598889708,7113.9865229945535,518.0,False
297,80,0,30.0,110.85274964910316,3686.8463272526856,7229.999767975728,150.0,False
298,34,3,48.0,381.8681782800055,10412.318501017762,11818.997907121753,912.0,False
299,82,1,56.0,816.8741219867695,27179.37132380112,62630.998596287725,2240.0,False
300,18,0,32.0,115.18054719249642,1826.529548552508,1617.7407501239652,160.0,False
301,30,2,43.0,145.4134973715648,3639.2119509911877,6576.801109165473,301.0,False
302,57,0,6.0,77.83388543447053,2537.8524046026128,3415.8961605786353,18.0,False
303,13,0,18.0,52.04775444982501,615.9034102036828,465.96426197147406,36.0,False
304,15,1,22.0,106.3561544343614,1425.188389918056,1362.999965712083,110.0,False
305,1,2,17.0,51.86251253990297,245.83178247728299,33.99999841650022,34.0,False
306,10,2,23.0,108.38399387592942,1046.4210901166982,572.9977042394418,115.0,False
307,13,0,12.0,43.78910551612303,518.175273885226,289.3166554997278,24.0,False
308,11,0,22.0,51.76352665670072,535.9973749128704,461.35469713472963,44.0,False
309,83,1,32.0,487.2799928512698,16215.800433224458,28365.998984526923,768.0,False
310,28,1,53.0,299.0998699997131,7094.060555625811,10476.982930611086,742.0,False
311,10,1,33.0,63.48896818171307,612.9705403838886,1217.9542938315926,99.0,False
312,38,2,44.0,435.75539916732697,12640.060564645557,13822.998707701716,924.0,False
313,26,0,35.0,145.13749269713077,3235.724284882673,3400.999880848017,245.0,False
314,28,1,53.0,147.1975385236306,3491.2360608070476,4245.1864367120315,371.0,False
315,63,0,21.0,120.55222784953057,3969.809065972763,5186.998959780122,126.0,False
316,27,0,44.0,341.78506550477334,7867.780637646424,7319.989304180523,748.0,False
317,33,3,34.0,273.68866427851896,7322.453597196014,6159.99942834949,442.0,False
318,89,2,96.0,1144.0996482793291,38102.01032740855,130722.37390191149,5472.0,False
319,20,0,34.0,149.71657357875975,2623.520159871153,2318.999971682576,238.0,False
320,17,1,44.0,162.49896983691391,2442.2455289844133,2565.673627344393,352.0,False
321,58,2,74.0,79.40829287518577,2594.5749772749773,10139.758667526552,222.0,False
322,10,1,26.0,106.61539340367096,1029.345682872708,1022.9994728909253,130.0,False
323,18,0,18.0,109.24570741326734,1732.41504322228,737.9998120542604,90.0,False
324,46,0,53.0,470.13232185457167,14686.876900452387,17667.9994534762,1219.0,False
325,9,0,13.0,37.368535653627205,335.70403092978137,172.99577969379766,13.0,False
326,33,1,30.0,157.0248134234123,4201.149188740965,5343.952119706403,210.0,False
327,10,0,30.0,77.00225416319077,743.438028636663,761.9644240521484,90.0,False
328,34,1,47.0,106.98272558491163,2917.0752533359423,3840.81995387052,235.0,False
329,1,0,10.0,28.952108670318395,137.23493391154722,9.99944491102655,10.0,False
330,9,2,32.0,153.07477483350868,1375.162768527954,1613.9871206134408,224.0,False
331,2,1,12.0,35.241814149089066,181.8968482063464,23.999999949199573,12.0,False
332,2,1,19.0,53.199709615757506,274.58460179324453,75.9589799142921,38.0,False
333,14,1,16.0,82.83310231023249,1044.298240296521,611.9953196406926,64.0,False
334,68,2,77.0,657.0591683213307,21740.545085267226,48561.99909160298,2464.0,False
335,21,2,30.0,66.25908882053494,1215.9575247571674,1325.9826987943516,90.0,False
336,57,1,51.0,507.77219268676697,16556.42491708045,26589.989019647066,1275.0,False
337,12,3,14.0,40.314085835079375,446.7487034488389,375.99419700499504,28.0,False
338,1,2,21.0,56.90034874988015,269.7114634775897,41.99795872071294,42.0,False
339,11,0,20.0,67.84547311484778,702.5215984694261,369.99998211980596,60.0,False
340,29,1,44.0,178.32821884228602,4348.976149950803,7720.998616648932,352.0,False
341,21,0,24.0,78.07310076364632,1432.7630525045581,1458.9923765415397,72.0,False
342,3,0,13.0,37.39100953084798,209.86890850881844,68.71642262166846,13.0,False
343,25,1,41.0,79.3600665533958,1709.7198660823685,2957.108249476244,123.0,False
